NUI;'2022-JUL';'2022-AUG';'2022-SEP';'2022-OCT';'2022-NOV';'2022-DEC';'2023-JAN';'2023-FEB';'2023-MAR';'2023-APR';'2023-MAY';'2023-JUN';'2023-JUL';'2023-AUG';'2023-SEP';'2023-OCT';'2023-NOV';'2023-DEC'
1154692;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;
1154849;;;;;;;;;99 [99-LECTURA CONFIRMADA];;;;;;;;;
1154962;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;
1154989;;;;;99 [99-LECTURA CONFIRMADA];;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;32 [32-NO HAY ACCESO AL MEDIDOR];;;;
1154992;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;
1154993;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1155069;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;21 [21-MEDIDOR DESCONECT SIN SERV];;;;
1155160;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1155166;32 [32-NO HAY ACCESO AL MEDIDOR];;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;
1155180;;10 [10-MEDIDOR INEXISTENTE O DESC];;;;8 [8-PREDIO DESOCUPADO SIN LECTU];;;;;;;;;;;;
1155391;;;;;;;;;;;;;;;;;;
1155394;;;;;;;;;;;;;;;;;;
1155397;;;;;;;;;;;;;;;;;;
1155399;;;;;;;;;;;;;;;;;;
1155437;;;;;;;MAL REPORTADO EN TC2;;;;MAL REPORTADO EN TC2;;;;;;;
1155467;99 [99-LECTURA CONFIRMADA];;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;;;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];SIN DESVIACION SIGNIFICATIVA;21 [21-MEDIDOR DESCONECT SIN SERV];;;;
1155580;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
1155607;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
1155620;19 [19-REGISTRADOR NO VISIBLE];;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;32 [32-NO HAY ACCESO AL MEDIDOR];;;;
1155629;;;99 [99-LECTURA CONFIRMADA];;32 [32-NO HAY ACCESO AL MEDIDOR];;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;
1155721;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
1155755;7 [7-EXTREMADAMENTE ALTO];7 [7-EXTREMADAMENTE ALTO];7 [7-EXTREMADAMENTE ALTO];7 [7-EXTREMADAMENTE ALTO];7 [7-EXTREMADAMENTE ALTO];7 [7-EXTREMADAMENTE ALTO];7 [7-EXTREMADAMENTE ALTO];7 [7-EXTREMADAMENTE ALTO];7 [7-EXTREMADAMENTE ALTO];;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;7 [7-EXTREMADAMENTE ALTO];;;;
1155784;;99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1155802;;;;;;;;99 [99-LECTURA CONFIRMADA];;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;
1155828;99 [99-LECTURA CONFIRMADA];99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1155911;;;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;;;;;;;;;;;;;;
1155920;;;99 [99-LECTURA CONFIRMADA];6 [6-PREDIO DESOCUPADO CON LECTU];;;;;;;;;;;;;;
1155955;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2
1155970;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1155991;;;;;;;;;;;;;;;;99 [99-LECTURA CONFIRMADA];;
1156087;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;
1156208;;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2
1156227;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;
1156229;;;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];;;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];
1156273;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;
1156278;;;;;;;;;;;;;;;;;;
1156283;PARA REVISION;;;;;;;;;;;;;;;;;
1156360;;;;;;;;;PARA REVISION;;;;;;;;;
1156395;;;;;;;;;;;99 [99-LECTURA CONFIRMADA];;;;;;;
1156426;;;;;;;;;;;;;;;;;;
1156596;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;
1156704;;;;PARA REVISION;;;;;;;;;;;;;;
1156733;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
1156737;;;;;;;;;;;;;;;;;;
1156870;;;;;;;;;;;16 [16-MEDIDOR DANADO];;;;;;;
1156872;;;PARA REVISION;;;;;;;;;;;;;;;
1156883;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;
1157010;;;;;;;;;;;;;;32 [32-NO HAY ACCESO AL MEDIDOR];;;;
1157055;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
1157102;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;
1157132;;;;;;;;;;;;;;18 [18-DISPLAY APAGADO O DESPROGRA];;;;
1157197;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1157199;;;;;;;;PARA REVISION;;;;;;;;;;
1157281;;;;;;;;;;;;;;18 [18-DISPLAY APAGADO O DESPROGRA];;;;
1157282;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;
1157289;;;;;99 [99-LECTURA CONFIRMADA];;MAL REPORTADO EN TC2;;;;;;;;;;;
1157360;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
1157400;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;
1157401;;;;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;;;24 [24-SERV SUSPENDIDO SIN MEDIDO];;;;;;;;;
1157415;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;
1157456;;;;PARA REVISION;;;;;;;;;;;;;;
1157467;;;;;;;;;;;;PARA REVISION;;;;;;
1157473;99 [99-LECTURA CONFIRMADA];;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;
1157495;18 [18-DISPLAY APAGADO O DESPROGRA];MAL REPORTADO EN TC2;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;
1157506;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;
1157509;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;
1157538;;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;;;;
1157548;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1157551;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1157554;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1157559;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1157561;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1157567;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1157568;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1157570;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1157571;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1157573;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1157574;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1157576;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1157577;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1157579;;;;;;;;;;;;;;;;;PARA REVISION;
1157580;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1157636;PARA REVISION;;;;;;;;;;;;;;;;;
1157645;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;
1157708;;;;;;;;;;;;;;;;;;
1157985;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;
1158000;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;19 [19-REGISTRADOR NO VISIBLE];;;;;;;;;;;;;
1158014;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1158044;;;;;;;;21 [21-MEDIDOR DESCONECT SIN SERV];;;;;;;;;;
1158052;8 [8-PREDIO DESOCUPADO SIN LECTU];;21 [21-MEDIDOR DESCONECT SIN SERV];;;;;;;;;;;;;;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV]
1158172;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1158175;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;
1158193;;;;;;;;;PARA REVISION;;;;;;;;;
1158290;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
1158299;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;MAL REPORTADO EN TC2;
1158368;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;
1158385;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
1158396;;;;;;;;;;4 [4-PREDIO - DEMOLIDO O ABAND];;;;;;;;
1158610;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;
1158644;;;;;;;;;;;;PARA REVISION;;;;;;
1158654;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;
1158655;;;;;;;;;19 [19-REGISTRADOR NO VISIBLE];;;;;;;;;
1158656;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;99 [99-LECTURA CONFIRMADA];;;;;;;;;
1158664;;;;;;;;;99 [99-LECTURA CONFIRMADA];;;;;;;;;
1158666;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1158671;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;
1158691;;;;;;;;;99 [99-LECTURA CONFIRMADA];;;;;;;;;
1158697;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;
1158698;;;;;;;;;19 [19-REGISTRADOR NO VISIBLE];;;;;;;;;
1158700;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;
1158745;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;
1158749;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;;;;;;;;
1158764;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;
1158767;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;
1158771;;;;;;;;;99 [99-LECTURA CONFIRMADA];;;;;;;;;
1158773;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1158872;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;
1158964;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
1158981;;;;;;;;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;;;;;;;;;
1158988;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
1158989;;;;;;;;;;;;;99 [99-LECTURA CONFIRMADA];;;;;
1158994;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;
1159017;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;
1159051;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2
1159128;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;
1159136;;;;;MAL REPORTADO EN TC2;;PARA REVISION;;;;;;;;;;;
1159210;;;;;;PARA REVISION;;;;;;;;;;;;
1159345;;10 [10-MEDIDOR INEXISTENTE O DESC];;;;10 [10-MEDIDOR INEXISTENTE O DESC];;;;10 [10-MEDIDOR INEXISTENTE O DESC];;;;;4 [4-PREDIO - DEMOLIDO O ABAND];;;
1159374;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;
1159397;;;;;;;;;;;;;;;;;;16 [16-MEDIDOR DANADO]
1159398;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;
1159420;;;;;;;;;;;;PARA REVISION;;;;;;
1159434;;;;;;4 [4-PREDIO - DEMOLIDO O ABAND];;;;;;;;;;;;
1159436;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;
1159439;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;
1159568;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;
1159572;MAL REPORTADO EN TC2;;;;;;;;;;;;;32 [32-NO HAY ACCESO AL MEDIDOR];;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV]
1159589;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;;;;;
1159640;;;;;;;;PARA REVISION;;;;;;;;;;
1159647;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;
1159649;;;;;;;;;19 [19-REGISTRADOR NO VISIBLE];;;;;;;;;
1159650;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;
1159658;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;
1159701;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;
1159702;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;MAL REPORTADO EN TC2;;;;MAL REPORTADO EN TC2;;;;;;;
1159759;;;;;;;;;;;;;;;;;;99 [99-LECTURA CONFIRMADA]
1159962;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;
1159969;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
1159988;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;MAL REPORTADO EN TC2
1159993;;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA
1160041;;;;;;;;;;;MAL REPORTADO EN TC2;;;MAL REPORTADO EN TC2;;;;
1160049;;;;;PARA REVISION;;;;;;;;;;;;;
1160123;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1160185;;;;;PARA REVISION;;;;;;;;;;;;;
1160188;;24 [24-SERV SUSPENDIDO SIN MEDIDO];;;;;;;;;;;;;;;;
1160196;;;;;;;;;;;PARA REVISION;;;;;;;
1160197;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1160209;;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2
1160234;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;
1160413;8 [8-PREDIO DESOCUPADO SIN LECTU];;4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];8 [8-PREDIO DESOCUPADO SIN LECTU];8 [8-PREDIO DESOCUPADO SIN LECTU];8 [8-PREDIO DESOCUPADO SIN LECTU];8 [8-PREDIO DESOCUPADO SIN LECTU];;;;;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;;
1160438;;;;;;;;;99 [99-LECTURA CONFIRMADA];;;;;;;;;
1160485;;;;;;;;10 [10-MEDIDOR INEXISTENTE O DESC];;;;;;;;;;
1160499;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;
1160521;99 [99-LECTURA CONFIRMADA];;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1160526;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;
1160615;99 [99-LECTURA CONFIRMADA];;;SIN DESVIACION SIGNIFICATIVA;30 [30-DESASTRE NATURAL];;;;;;;;;;;;;
1160640;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;
1160760;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;
1160801;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;
1160891;99 [99-LECTURA CONFIRMADA];;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;
1160967;99 [99-LECTURA CONFIRMADA];;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;
1160976;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA
1161036;;;;;;;;;;;PARA REVISION;;;8 [8-PREDIO DESOCUPADO SIN LECTU];;;;
1161041;;;;;;;;;;;;;;PARA REVISION;;;;
1161079;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;
1161086;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;
1161110;;;;;;;;;;;;;;;;;;
1161145;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;
1161162;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;
1161207;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1161223;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;;;;
1161333;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;
1161435;;MAL REPORTADO EN TC2;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;
1161439;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1161451;;;;;;;16 [16-MEDIDOR DANADO];;;;;;;;;;;
1161501;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1161533;;;;;;;;;;;;;;;;99 [99-LECTURA CONFIRMADA];;
1161586;99 [99-LECTURA CONFIRMADA];99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1161603;;;;;;;;;;;;;;PARA REVISION;;;;
1161609;PARA REVISION;;;;;;;;;;;;;;;;;
1161644;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;8 [8-PREDIO DESOCUPADO SIN LECTU];;99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;;;;;;
1161652;;;MAL REPORTADO EN TC2;SIN DESVIACION SIGNIFICATIVA;7 [7-EXTREMADAMENTE ALTO];;;;;;;;;;;;;
1161656;;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2
1161657;8 [8-PREDIO DESOCUPADO SIN LECTU];;8 [8-PREDIO DESOCUPADO SIN LECTU];SIN DESVIACION SIGNIFICATIVA;8 [8-PREDIO DESOCUPADO SIN LECTU];;SIN DESVIACION SIGNIFICATIVA;4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];;4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];;4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND]
1161660;21 [21-MEDIDOR DESCONECT SIN SERV];;99 [99-LECTURA CONFIRMADA];SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;99 [99-LECTURA CONFIRMADA];;;;;;;;;
1161663;;;;;;;;;;;;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;;;;;
1161665;;;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA
1161707;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1161732;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
1161733;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
1161734;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
1161735;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
1161741;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1161742;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1161758;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;
1161908;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;
1161925;;;;;;;;;;;PARA REVISION;;PARA REVISION;MAL REPORTADO EN TC2;;;;
1161994;;;;;;;;;;;PARA REVISION;;;;;;;
1162117;;;;;;;;;;;;21 [21-MEDIDOR DESCONECT SIN SERV];4 [4-PREDIO - DEMOLIDO O ABAND];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO]
1162271;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;
1162309;32 [32-NO HAY ACCESO AL MEDIDOR];;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;
1162335;;;;;;;;;;;;;;PARA REVISION;;;;
1162497;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1162710;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
1162716;;;;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];8 [8-PREDIO DESOCUPADO SIN LECTU];;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;;;;
1162724;;;32 [32-NO HAY ACCESO AL MEDIDOR];MAL REPORTADO EN TC2;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2
1162730;;;;;;;;;;;;;;;;;;
1162840;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
1162856;PARA REVISION;;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];PARA REVISION;;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];4 [4-PREDIO - DEMOLIDO O ABAND];;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;4 [4-PREDIO - DEMOLIDO O ABAND];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV]
1162868;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
1162954;;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2
1163016;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;
1163022;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;
1163024;6 [6-PREDIO DESOCUPADO CON LECTU];;;;;;;8 [8-PREDIO DESOCUPADO SIN LECTU];6 [6-PREDIO DESOCUPADO CON LECTU];;;;;;;;;
1163162;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;
1163276;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;
1163280;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;
1163292;;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2
1163294;;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2
1163307;;;;;;;;;;;;;;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;;MAL REPORTADO EN TC2;
1163342;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;
1163478;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
1163485;99 [99-LECTURA CONFIRMADA];;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1163493;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;
1163558;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1163568;;;;;18 [18-DISPLAY APAGADO O DESPROGRA];;;;;;;;;;;;;
1163617;;;;;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];4 [4-PREDIO - DEMOLIDO O ABAND];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO]
1163657;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;
1163663;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;
1163777;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
